"","3 Last (C)","2 Last (C)","1a Last (C)","1b Last (C)","5 Last (C)","4 Last (C)","T mean Last","range Last"
"00:00:00","24.065","24.282","24.795","24.784","24.287","24.002","24.369","0.793"
"00:00:10","24.057","24.288","24.801","24.761","24.272","24.000","24.363","0.801"
"00:00:20","24.764","25.188","24.925","24.995","25.056","24.864","24.965","0.423"
"00:00:30","28.453","28.088","27.660","27.964","28.385","27.634","28.031","0.819"
"00:00:40","31.443","32.248","30.558","30.895","31.971","31.611","31.455","1.690"
"00:00:50","35.403","35.808","35.051","34.910","36.022","35.045","35.373","1.112"
"00:01:00","39.278","39.265","38.505","38.870","39.468","38.908","39.049","0.963"
"00:01:10","42.128","43.132","42.391","42.746","43.335","42.694","42.738","1.208"
"00:01:20","45.752","46.723","46.082","45.579","46.862","45.778","46.129","1.283"
"00:01:30","47.615","48.400","47.915","48.097","48.325","47.541","47.982","0.860"
"00:01:40","47.736","48.395","48.993","48.911","48.335","47.716","48.348","1.277"
"00:01:50","47.863","48.403","49.301","49.337","48.406","47.896","48.534","1.474"
"00:02:00","47.972","48.425","49.451","49.453","48.451","47.992","48.624","1.481"
"00:02:10","48.037","48.417","49.526","49.540","48.453","48.064","48.673","1.503"
"00:02:20","48.056","48.377","49.553","49.571","48.427","48.092","48.680","1.515"
"00:02:30","48.063","48.329","49.567","49.569","48.390","48.088","48.668","1.506"
"00:02:40","48.048","48.289","49.556","49.562","48.362","48.083","48.650","1.514"
"00:02:50","48.025","48.243","49.535","49.549","48.314","48.063","48.621","1.525"
"00:03:00","48.011","48.211","49.541","49.548","48.291","48.056","48.610","1.537"
"00:03:10","48.003","48.206","49.524","49.539","48.264","48.050","48.598","1.536"
"00:03:20","48.020","48.210","49.531","49.541","48.278","48.058","48.606","1.522"
"00:03:30","48.046","48.241","49.554","49.554","48.310","48.099","48.634","1.508"
"00:03:40","48.082","48.280","49.576","49.572","48.350","48.117","48.663","1.494"
"00:03:50","48.111","48.295","49.588","49.600","48.353","48.141","48.681","1.488"
"00:04:00","48.114","48.299","49.600","49.602","48.369","48.155","48.690","1.488"
"00:04:10","48.112","48.293","49.593","49.592","48.366","48.153","48.685","1.481"
"00:04:20","48.115","48.307","49.585","49.586","48.373","48.150","48.686","1.471"
"00:04:30","48.112","48.321","49.589","49.579","48.367","48.139","48.685","1.477"
"00:04:40","48.091","48.298","49.580","49.583","48.362","48.140","48.676","1.492"
"00:04:50","48.088","48.285","49.585","49.573","48.338","48.110","48.663","1.497"
"00:05:00","48.065","48.268","49.584","49.578","48.318","48.093","48.651","1.519"
"00:05:10","48.036","48.254","49.571","49.564","48.301","48.070","48.633","1.535"
"00:05:20","48.043","48.244","49.556","49.565","48.299","48.075","48.630","1.522"
"00:05:30","48.060","48.260","49.564","49.563","48.315","48.083","48.641","1.504"
"00:05:40","48.093","48.306","49.573","49.575","48.368","48.121","48.673","1.482"
"00:05:50","48.123","48.343","49.601","49.605","48.392","48.139","48.701","1.481"
"00:06:00","48.143","48.359","49.623","49.626","48.425","48.165","48.724","1.482"
"00:06:10","48.152","48.367","49.636","49.633","48.420","48.171","48.730","1.484"
"00:06:20","48.154","48.368","49.614","49.618","48.434","48.172","48.727","1.463"
"00:06:30","48.144","48.380","49.622","49.620","48.427","48.164","48.726","1.478"
"00:06:40","48.128","48.362","49.605","49.603","48.417","48.151","48.711","1.477"
"00:06:50","48.114","48.337","49.604","49.598","48.402","48.144","48.700","1.490"
"00:07:00","48.096","48.334","49.591","49.591","48.388","48.117","48.686","1.495"
"00:07:10","48.072","48.316","49.589","49.590","48.367","48.096","48.672","1.518"
"00:07:20","48.063","48.305","49.582","49.582","48.360","48.095","48.665","1.519"
"00:07:30","48.077","48.299","49.590","49.586","48.365","48.089","48.668","1.513"
"00:07:40","48.067","48.302","49.589","49.590","48.366","48.089","48.667","1.523"
"00:07:50","48.075","48.317","49.603","49.603","48.368","48.100","48.678","1.527"
"00:08:00","48.064","48.323","49.601","49.605","48.360","48.095","48.675","1.540"
"00:08:10","48.044","48.310","49.605","49.603","48.351","48.083","48.666","1.561"
"00:08:20","48.032","48.300","49.597","49.594","48.345","48.086","48.659","1.565"
"00:08:30","48.046","48.286","49.598","49.594","48.336","48.059","48.653","1.552"
"00:08:40","48.029","48.290","49.592","49.596","48.336","48.054","48.650","1.567"
"00:08:50","48.027","48.267","49.590","49.592","48.315","48.056","48.641","1.565"
"00:09:00","48.021","48.272","49.590","49.577","48.323","48.043","48.638","1.569"
"00:09:10","48.046","48.286","49.585","49.597","48.338","48.069","48.654","1.551"
"00:09:20","48.069","48.314","49.603","49.603","48.372","48.085","48.674","1.534"
"00:09:30","48.078","48.339","49.621","49.619","48.395","48.108","48.693","1.543"
"00:09:40","48.104","48.372","49.626","49.639","48.413","48.134","48.715","1.534"
"00:09:50","48.122","48.373","49.639","49.637","48.440","48.146","48.726","1.517"
"00:10:00","48.103","48.368","49.629","49.630","48.427","48.129","48.714","1.526"
"00:10:10","48.103","48.353","49.627","49.622","48.405","48.119","48.705","1.524"
"00:10:20","48.066","48.352","49.619","49.601","48.406","48.105","48.692","1.553"
"00:10:30","48.077","48.337","49.616","49.605","48.394","48.093","48.687","1.539"
"00:10:40","48.079","48.356","49.609","49.604","48.401","48.116","48.694","1.530"
"00:10:50","48.099","48.373","49.609","49.619","48.434","48.124","48.710","1.519"
"00:11:00","48.121","48.404","49.629","49.628","48.449","48.146","48.730","1.508"
"00:11:10","48.130","48.409","49.653","49.641","48.473","48.150","48.743","1.523"
"00:11:20","48.141","48.429","49.651","49.649","48.486","48.163","48.753","1.510"
"00:11:30","48.153","48.431","49.650","49.656","48.507","48.178","48.763","1.502"
"00:11:40","48.164","48.447","49.660","49.647","48.512","48.186","48.769","1.496"
"00:11:50","48.154","48.447","49.652","49.653","48.510","48.178","48.766","1.498"
"00:12:00","48.137","48.428","49.649","49.650","48.499","48.153","48.753","1.512"
"00:12:10","48.114","48.402","49.634","49.623","48.463","48.139","48.729","1.520"
"00:12:20","48.089","48.388","49.617","49.613","48.451","48.129","48.715","1.528"
"00:12:30","48.082","48.374","49.606","49.607","48.442","48.105","48.703","1.524"
"00:12:40","48.068","48.372","49.615","49.595","48.435","48.100","48.698","1.547"
"00:12:50","48.068","48.365","49.615","49.607","48.434","48.097","48.698","1.547"
"00:13:00","48.067","48.353","49.621","49.614","48.420","48.096","48.695","1.554"
"00:13:10","48.055","48.351","49.622","49.608","48.408","48.089","48.689","1.567"
"00:13:20","48.085","48.385","49.629","49.617","48.428","48.108","48.709","1.544"
"00:13:30","48.101","48.390","49.649","49.632","48.453","48.128","48.726","1.548"
"00:13:40","48.130","48.424","49.652","49.637","48.488","48.153","48.747","1.522"
"00:13:50","48.136","48.442","49.675","49.663","48.517","48.163","48.766","1.539"
"00:14:00","48.138","48.436","49.662","49.655","48.508","48.158","48.760","1.524"
"00:14:10","48.150","48.448","49.650","49.652","48.517","48.165","48.764","1.501"
"00:14:20","48.159","48.448","49.656","49.660","48.523","48.177","48.771","1.500"
"00:14:30","48.167","48.459","49.662","49.658","48.535","48.178","48.777","1.495"
"00:14:40","48.159","48.461","49.664","49.652","48.529","48.178","48.774","1.505"
"00:14:50","48.131","48.438","49.649","49.659","48.504","48.145","48.754","1.527"
"00:15:00","48.105","48.417","49.643","49.636","48.480","48.133","48.736","1.538"
"00:15:10","48.062","48.368","49.622","49.622","48.435","48.074","48.697","1.560"
"00:15:20","48.042","48.337","49.601","49.603","48.413","48.069","48.678","1.560"
"00:15:30","48.037","48.332","49.601","49.588","48.408","48.069","48.673","1.564"
"00:15:40","48.068","48.351","49.609","49.609","48.442","48.084","48.694","1.541"
"00:15:50","48.093","48.401","49.645","49.628","48.487","48.119","48.729","1.552"
"00:16:00","48.137","48.444","49.670","49.644","48.518","48.151","48.761","1.533"
"00:16:10","48.146","48.458","49.674","49.682","48.528","48.163","48.775","1.535"
"00:16:20","48.145","48.464","49.675","49.676","48.533","48.182","48.779","1.530"
"00:16:30","48.145","48.455","49.674","49.669","48.537","48.167","48.775","1.529"
"00:16:40","48.153","48.469","49.661","49.651","48.537","48.173","48.774","1.508"
"00:16:50","48.159","48.471","49.668","49.647","48.543","48.165","48.776","1.509"
"00:17:00","48.175","48.477","49.662","49.659","48.555","48.183","48.785","1.487"
"00:17:10","48.179","48.496","49.673","49.651","48.568","48.194","48.794","1.494"
"00:17:20","48.178","48.497","49.681","49.671","48.561","48.194","48.797","1.503"
"00:17:30","48.161","48.477","49.675","49.676","48.550","48.182","48.787","1.514"
"00:17:40","48.146","48.460","49.667","49.657","48.544","48.160","48.772","1.521"
"00:17:50","48.130","48.449","49.654","49.644","48.523","48.154","48.759","1.524"
"00:18:00","48.102","48.429","49.639","49.637","48.500","48.129","48.739","1.537"
"00:18:10","48.095","48.405","49.629","49.618","48.497","48.117","48.727","1.534"
"00:18:20","48.089","48.399","49.620","49.613","48.475","48.117","48.719","1.531"
"00:18:30","48.080","48.399","49.629","49.619","48.489","48.106","48.720","1.549"
"00:18:40","48.095","48.403","49.646","49.635","48.468","48.107","48.726","1.551"
"00:18:50","48.073","48.406","49.643","49.643","48.475","48.097","48.723","1.570"
"00:19:00","48.086","48.389","49.647","49.640","48.473","48.096","48.722","1.561"
"00:19:10","48.072","48.394","49.647","49.637","48.456","48.093","48.717","1.575"
"00:19:20","48.058","48.373","49.645","49.625","48.447","48.089","48.706","1.587"
"00:19:30","48.054","48.357","49.629","49.639","48.436","48.073","48.698","1.584"
"00:19:40","48.038","48.358","49.630","49.622","48.438","48.071","48.693","1.592"
"00:19:50","48.071","48.361","49.627","49.625","48.456","48.090","48.705","1.556"
"00:20:00","48.074","48.401","49.641","49.636","48.472","48.096","48.720","1.567"
"00:20:10","48.092","48.400","49.661","49.649","48.473","48.117","48.732","1.569"
"00:20:20","48.095","48.394","49.663","49.652","48.471","48.091","48.728","1.573"
"00:20:30","48.089","48.396","49.642","49.633","48.461","48.097","48.720","1.553"
"00:20:40","48.087","48.385","49.643","49.631","48.465","48.105","48.719","1.556"
"00:20:50","48.088","48.412","49.635","49.625","48.473","48.105","48.723","1.547"
"00:21:00","48.105","48.413","49.647","49.640","48.477","48.118","48.733","1.542"
"00:21:10","48.117","48.425","49.654","49.651","48.511","48.136","48.749","1.537"
"00:21:20","48.125","48.444","49.671","49.654","48.528","48.156","48.763","1.546"
"00:21:30","48.146","48.456","49.678","49.666","48.553","48.163","48.777","1.532"
"00:21:40","48.157","48.474","49.681","49.667","48.560","48.175","48.786","1.524"
"00:21:50","48.173","48.492","49.682","49.655","48.567","48.182","48.792","1.509"
"00:22:00","48.173","48.495","49.683","49.680","48.583","48.190","48.801","1.510"
"00:22:10","48.184","48.503","49.676","49.677","48.596","48.193","48.805","1.492"
"00:22:20","48.184","48.510","49.690","49.671","48.534","48.201","48.798","1.506"
"00:22:30","48.186","48.510","49.692","49.671","48.529","48.194","48.797","1.506"
"00:22:40","48.164","48.502","49.698","49.674","48.528","48.194","48.793","1.534"
"00:22:50","48.152","48.489","49.662","49.672","48.508","48.171","48.776","1.519"
"00:23:00","48.131","48.464","49.659","49.654","48.480","48.155","48.757","1.528"
"00:23:10","48.103","48.451","49.644","49.641","48.461","48.133","48.739","1.541"
"00:23:20","48.090","48.427","49.637","49.630","48.449","48.117","48.725","1.547"
"00:23:30","48.093","48.413","49.630","49.627","48.439","48.104","48.718","1.536"
"00:23:40","48.082","48.411","49.642","49.627","48.439","48.119","48.720","1.560"
"00:23:50","48.083","48.410","49.641","49.641","48.437","48.112","48.721","1.558"
"00:24:00","48.076","48.415","49.641","49.655","48.440","48.111","48.723","1.578"
"00:24:10","48.075","48.416","49.649","49.639","48.433","48.112","48.721","1.574"
"00:24:20","48.097","48.425","49.647","49.652","48.459","48.121","48.734","1.554"
"00:24:30","48.131","48.444","49.660","49.658","48.471","48.137","48.750","1.529"
"00:24:40","48.143","48.469","49.668","49.664","48.496","48.151","48.765","1.525"
"00:24:50","48.148","48.479","49.683","49.678","48.507","48.167","48.777","1.535"
"00:25:00","48.135","48.480","49.672","49.675","48.502","48.165","48.772","1.539"
"00:25:10","48.140","48.461","49.675","49.664","48.483","48.166","48.765","1.535"
"00:25:20","48.133","48.448","49.667","49.657","48.479","48.147","48.755","1.534"
"00:25:30","48.108","48.437","49.660","49.645","48.465","48.133","48.741","1.552"
"00:25:40","48.118","48.441","49.648","49.647","48.473","48.139","48.744","1.530"
"00:25:50","48.135","48.452","49.654","49.651","48.472","48.150","48.752","1.519"
"00:26:00","48.160","48.494","49.677","49.671","48.519","48.180","48.784","1.517"
"00:26:10","48.182","48.528","49.692","49.683","48.544","48.200","48.805","1.510"
"00:26:20","48.190","48.524","49.705","49.684","48.558","48.212","48.812","1.515"
"00:26:30","48.199","48.528","49.696","49.678","48.549","48.220","48.812","1.497"
"00:26:40","48.169","48.507","49.692","49.684","48.548","48.197","48.800","1.523"
"00:26:50","48.162","48.506","49.678","49.673","48.515","48.181","48.786","1.516"
"00:27:00","48.130","48.468","49.662","49.639","48.492","48.163","48.759","1.532"
"00:27:10","48.109","48.442","49.650","49.637","48.474","48.135","48.741","1.541"
"00:27:20","48.096","48.427","49.637","49.620","48.451","48.123","48.726","1.541"
"00:27:30","48.089","48.430","49.637","49.625","48.444","48.118","48.724","1.548"
"00:27:40","48.096","48.426","49.648","49.636","48.454","48.115","48.729","1.552"
"00:27:50","48.102","48.439","49.643","49.646","48.463","48.114","48.735","1.543"
"00:28:00","48.090","48.419","49.665","49.648","48.459","48.119","48.733","1.575"
"00:28:10","48.103","48.426","49.662","49.648","48.441","48.116","48.733","1.559"
"00:28:20","48.095","48.430","49.655","49.641","48.438","48.129","48.731","1.560"
"00:28:30","48.110","48.444","49.666","49.661","48.461","48.123","48.744","1.556"
"00:28:40","48.129","48.459","49.674","49.660","48.475","48.150","48.758","1.545"
"00:28:50","48.141","48.475","49.678","49.672","48.493","48.165","48.771","1.537"
"00:29:00","48.152","48.483","49.686","49.676","48.503","48.159","48.777","1.534"
"00:29:10","48.158","48.493","49.686","49.668","48.511","48.174","48.782","1.528"
"00:29:20","48.165","48.495","49.685","49.673","48.520","48.177","48.786","1.520"
"00:29:30","48.181","48.510","49.686","49.674","48.525","48.192","48.795","1.505"
"00:29:40","48.178","48.519","49.679","49.681","48.535","48.196","48.798","1.502"
"00:29:50","48.171","48.524","49.688","49.680","48.532","48.193","48.798","1.517"
"00:30:00","48.159","48.500","49.685","49.673","48.512","48.175","48.784","1.526"
"00:30:10","48.115","48.460","49.673","49.666","48.476","48.148","48.756","1.558"
"00:30:20","48.091","48.427","49.647","49.637","48.439","48.117","48.726","1.556"
"00:30:30","48.054","48.392","49.619","49.609","48.407","48.087","48.695","1.565"
"00:30:40","48.055","48.401","49.625","49.617","48.425","48.086","48.702","1.570"
"00:30:50","48.091","48.423","49.633","49.630","48.426","48.098","48.717","1.542"
"00:31:00","48.110","48.438","49.663","49.645","48.465","48.150","48.745","1.553"
"00:31:10","48.136","48.466","49.677","49.678","48.492","48.149","48.766","1.541"
"00:31:20","48.150","48.491","49.688","49.676","48.505","48.182","48.782","1.538"
"00:31:30","48.158","48.494","49.696","49.687","48.513","48.171","48.787","1.538"
"00:31:40","48.160","48.488","49.696","49.682","48.513","48.176","48.786","1.536"
"00:31:50","48.164","48.495","49.681","49.671","48.525","48.181","48.786","1.517"
"00:32:00","48.171","48.507","49.685","49.671","48.543","48.185","48.794","1.514"
"00:32:10","48.181","48.525","49.696","49.693","48.553","48.195","48.807","1.515"
"00:32:20","48.175","48.527","49.695","49.679","48.541","48.197","48.802","1.520"
"00:32:30","48.163","48.511","49.683","49.673","48.527","48.179","48.789","1.520"
"00:32:40","48.149","48.496","49.676","49.667","48.503","48.165","48.776","1.527"
"00:32:50","48.135","48.483","49.663","49.661","48.484","48.160","48.764","1.528"
"00:33:00","48.105","48.454","49.661","49.661","48.479","48.147","48.751","1.556"
"00:33:10","48.102","48.438","49.657","49.632","48.460","48.122","48.735","1.555"
"00:33:20","48.082","48.428","49.643","49.629","48.447","48.118","48.725","1.561"
"00:33:30","48.072","48.418","49.636","49.635","48.427","48.103","48.715","1.563"
"00:33:40","48.070","48.430","49.641","49.635","48.430","48.102","48.718","1.570"
"00:33:50","48.071","48.415","49.651","49.642","48.413","48.104","48.716","1.580"
"00:34:00","48.074","48.414","49.651","49.642","48.426","48.105","48.719","1.577"
"00:34:10","48.076","48.416","49.660","49.644","48.427","48.104","48.721","1.584"
"00:34:20","48.074","48.403","49.648","49.647","48.417","48.096","48.714","1.574"
"00:34:30","48.073","48.410","49.646","49.630","48.419","48.092","48.712","1.573"
"00:34:40","48.059","48.402","49.650","49.627","48.400","48.078","48.703","1.591"
"00:34:50","48.061","48.392","49.637","49.643","48.402","48.083","48.703","1.581"
"00:35:00","48.079","48.402","49.649","49.645","48.411","48.095","48.714","1.570"
"00:35:10","48.087","48.416","49.659","49.651","48.417","48.108","48.723","1.572"
"00:35:20","48.089","48.416","49.660","49.654","48.429","48.115","48.727","1.571"
"00:35:30","48.083","48.411","49.657","49.649","48.424","48.110","48.722","1.574"
"00:35:40","48.085","48.404","49.649","49.655","48.414","48.097","48.717","1.570"
"00:35:50","48.091","48.414","49.655","49.643","48.414","48.104","48.720","1.564"
"00:36:00","48.106","48.427","49.659","49.656","48.436","48.118","48.734","1.553"
"00:36:10","48.109","48.453","49.659","49.667","48.450","48.136","48.746","1.557"
"00:36:20","48.132","48.459","49.680","49.671","48.478","48.150","48.762","1.548"
"00:36:30","48.160","48.483","49.685","49.673","48.493","48.170","48.777","1.525"
"00:36:40","48.164","48.502","49.681","49.677","48.515","48.175","48.786","1.517"
"00:36:50","48.167","48.510","49.692","49.674","48.521","48.191","48.793","1.525"
"00:37:00","48.174","48.526","49.675","49.683","48.529","48.192","48.797","1.508"
"00:37:10","48.194","48.521","49.691","49.683","48.539","48.189","48.803","1.503"
"00:37:20","48.178","48.529","49.693","49.681","48.546","48.201","48.805","1.515"
"00:37:30","48.196","48.532","49.692","49.673","48.550","48.202","48.808","1.496"
"00:37:40","48.174","48.518","49.691","49.682","48.525","48.196","48.798","1.517"
"00:37:50","48.150","48.502","49.684","49.662","48.504","48.176","48.780","1.534"
"00:38:00","48.131","48.479","49.661","49.664","48.488","48.159","48.764","1.532"
"00:38:10","48.115","48.461","49.660","49.653","48.465","48.142","48.749","1.545"
"00:38:20","48.096","48.439","49.650","49.640","48.451","48.114","48.732","1.554"
"00:38:30","48.097","48.439","49.650","49.626","48.457","48.114","48.731","1.553"
"00:38:40","48.083","48.438","49.643","49.643","48.440","48.115","48.727","1.560"
"00:38:50","48.086","48.434","49.648","49.634","48.435","48.102","48.723","1.562"
"00:39:00","48.084","48.426","49.648","49.642","48.422","48.101","48.721","1.564"
"00:39:10","48.084","48.429","49.664","49.656","48.429","48.109","48.729","1.580"
"00:39:20","48.112","48.445","49.661","49.652","48.457","48.122","48.742","1.549"
"00:39:30","48.116","48.470","49.678","49.662","48.469","48.140","48.756","1.562"
"00:39:40","48.140","48.477","49.683","49.677","48.492","48.169","48.773","1.543"
"00:39:50","48.152","48.488","49.684","49.680","48.500","48.164","48.778","1.532"
"00:40:00","48.158","48.489","49.687","49.675","48.509","48.160","48.780","1.529"
"00:40:10","48.155","48.487","49.677","49.668","48.490","48.169","48.774","1.522"
"00:40:20","48.141","48.475","49.676","49.663","48.487","48.155","48.766","1.535"
"00:40:30","48.139","48.466","49.675","49.673","48.486","48.149","48.765","1.536"
"00:40:40","48.128","48.472","49.666","49.664","48.480","48.153","48.761","1.538"
"00:40:50","48.138","48.483","49.673","49.657","48.487","48.153","48.765","1.535"
"00:41:00","48.152","48.493","49.664","49.671","48.502","48.169","48.775","1.518"
"00:41:10","48.169","48.510","49.695","49.680","48.526","48.185","48.794","1.526"
"00:41:20","48.176","48.527","49.687","49.684","48.536","48.200","48.802","1.511"
"00:41:30","48.188","48.541","49.699","49.689","48.551","48.208","48.813","1.511"
"00:41:40","48.189","48.536","49.698","49.685","48.544","48.210","48.810","1.509"
"00:41:50","48.180","48.534","49.695","49.689","48.539","48.195","48.805","1.515"
"00:42:00","48.165","48.516","49.693","49.678","48.515","48.183","48.792","1.529"
"00:42:10","48.140","48.482","49.671","49.662","48.478","48.167","48.767","1.531"
"00:42:20","48.106","48.458","49.657","49.648","48.464","48.141","48.746","1.550"
"00:42:30","48.102","48.460","49.647","49.648","48.452","48.126","48.739","1.545"
"00:42:40","48.104","48.452","49.647","49.645","48.464","48.125","48.740","1.543"
"00:42:50","48.107","48.454","49.660","49.642","48.455","48.130","48.741","1.552"
"00:43:00","48.102","48.456","49.657","49.650","48.445","48.128","48.740","1.555"
"00:43:10","48.101","48.439","49.671","49.658","48.448","48.122","48.740","1.570"
"00:43:20","48.085","48.439","49.669","49.656","48.434","48.118","48.734","1.584"
"00:43:30","48.100","48.433","49.667","49.646","48.436","48.119","48.734","1.567"
"00:43:40","48.113","48.453","49.671","49.671","48.441","48.127","48.746","1.558"
"00:43:50","48.125","48.461","49.672","49.667","48.463","48.150","48.756","1.547"
"00:44:00","48.155","48.495","49.698","49.688","48.495","48.173","48.784","1.543"
"00:44:10","48.157","48.501","49.708","49.678","48.507","48.179","48.788","1.551"
"00:44:20","48.173","48.511","49.695","49.685","48.514","48.191","48.795","1.522"
"00:44:30","48.179","48.524","49.712","49.680","48.528","48.195","48.803","1.533"
"00:44:40","48.185","48.541","49.695","49.685","48.541","48.210","48.810","1.510"
"00:44:50","48.183","48.523","49.699","49.685","48.530","48.193","48.802","1.516"
"00:45:00","48.162","48.507","49.690","49.671","48.506","48.183","48.787","1.528"
"00:45:10","48.131","48.487","49.667","49.666","48.478","48.157","48.764","1.536"
"00:45:20","48.089","48.451","49.645","49.645","48.437","48.111","48.730","1.556"
"00:45:30","48.084","48.434","49.637","49.630","48.431","48.105","48.720","1.553"
"00:45:40","48.084","48.428","49.638","49.631","48.427","48.120","48.721","1.554"
"00:45:50","48.101","48.454","49.652","49.647","48.444","48.126","48.737","1.551"
"00:46:00","48.130","48.489","49.680","49.668","48.464","48.156","48.765","1.550"
"00:46:10","48.160","48.499","49.690","49.691","48.511","48.179","48.788","1.530"
"00:46:20","48.182","48.522","49.700","49.697","48.520","48.193","48.802","1.518"
"00:46:30","48.186","48.534","49.701","49.695","48.510","48.212","48.806","1.515"
"00:46:40","48.188","48.531","49.703","49.689","48.541","48.192","48.807","1.515"
"00:46:50","48.174","48.533","49.691","49.686","48.531","48.206","48.804","1.517"
"00:47:00","48.238","48.680","49.763","49.816","48.937","48.387","48.970","1.577"
"00:47:10","51.174","51.854","51.240","51.482","51.829","51.467","51.508","0.680"
"00:47:20","53.755","54.561","54.457","54.760","54.929","54.051","54.419","1.174"
"00:47:30","57.205","58.109","57.912","58.193","58.442","57.887","57.958","1.237"
"00:47:40","60.544","61.555","60.466","60.788","61.446","60.403","60.867","1.152"
"00:47:50","63.435","64.498","63.840","64.151","64.602","63.710","64.039","1.167"
"00:48:00","67.075","67.366","67.142","67.445","67.662","66.922","67.269","0.740"
"00:48:10","69.442","70.581","70.388","70.666","70.856","69.700","70.272","1.414"
"00:48:20","72.549","72.921","72.757","73.053","73.208","72.418","72.818","0.791"
"00:48:30","74.807","75.982","75.865","76.130","76.264","75.071","75.687","1.457"
"00:48:40","77.766","78.980","78.878","78.418","78.874","78.044","78.493","1.214"
"00:48:50","80.637","81.819","81.110","81.394","81.732","80.557","81.208","1.262"
"00:49:00","82.361","83.485","83.469","83.659","83.520","82.515","83.168","1.297"
"00:49:10","83.509","84.371","84.797","84.917","84.433","83.521","84.258","1.408"
"00:49:20","83.855","84.775","85.349","85.407","84.841","83.968","84.699","1.552"
"00:49:30","84.110","84.936","85.727","85.759","85.043","84.213","84.965","1.649"
"00:49:40","84.186","84.918","85.855","85.910","85.068","84.296","85.039","1.723"
"00:49:50","84.210","84.909","85.914","85.956","85.051","84.330","85.062","1.746"
"00:50:00","84.211","84.870","85.938","85.935","85.026","84.339","85.053","1.727"
"00:50:10","84.162","84.796","85.914","85.952","84.998","84.311","85.022","1.790"
"00:50:20","84.123","84.779","85.893","85.910","84.943","84.300","84.991","1.786"
"00:50:30","84.103","84.730","85.859","85.886","84.894","84.267","84.957","1.783"
"00:50:40","84.074","84.676","85.831","85.856","84.856","84.223","84.920","1.782"
"00:50:50","84.054","84.628","85.832","85.872","84.815","84.216","84.903","1.818"
"00:51:00","84.046","84.606","85.821","85.857","84.798","84.190","84.887","1.811"
"00:51:10","84.011","84.603","85.813","85.861","84.770","84.154","84.869","1.850"
"00:51:20","83.996","84.560","85.833","85.841","84.742","84.133","84.851","1.845"
"00:51:30","83.968","84.550","85.827","85.842","84.712","84.144","84.841","1.874"
"00:51:40","83.937","84.504","85.817","85.863","84.690","84.088","84.817","1.926"
"00:51:50","83.900","84.485","85.799","85.837","84.626","84.052","84.783","1.937"
"00:52:00","83.854","84.449","85.794","85.829","84.593","84.015","84.756","1.975"
"00:52:10","83.819","84.394","85.775","85.816","84.569","83.986","84.726","1.997"
"00:52:20","83.780","84.365","85.780","85.809","84.497","83.945","84.696","2.029"
"00:52:30","83.739","84.324","85.760","85.791","84.482","83.917","84.669","2.052"
"00:52:40","83.703","84.280","85.761","85.785","84.435","83.853","84.636","2.081"
"00:52:50","83.669","84.232","85.750","85.778","84.371","83.825","84.604","2.108"
"00:53:00","83.616","84.194","85.734","85.756","84.305","83.775","84.563","2.140"
"00:53:10","83.570","84.167","85.715","85.750","84.267","83.728","84.533","2.180"
"00:53:20","83.545","84.118","85.714","85.737","84.233","83.680","84.504","2.192"
"00:53:30","83.495","84.080","85.689","85.731","84.155","83.646","84.466","2.236"
"00:53:40","83.453","84.037","85.696","85.717","84.129","83.605","84.439","2.264"
"00:53:50","83.413","84.008","85.682","85.702","84.066","83.554","84.404","2.289"
"00:54:00","83.401","83.967","85.665","85.703","84.040","83.524","84.383","2.302"
"00:54:10","83.348","83.930","85.662","85.688","83.984","83.500","84.352","2.341"
"00:54:20","83.326","83.914","85.662","85.678","83.949","83.451","84.330","2.353"
"00:54:30","83.304","83.875","85.649","85.670","83.903","83.389","84.298","2.367"
"00:54:40","83.278","83.839","85.636","85.666","83.882","83.393","84.282","2.389"
