"","3 Last (C)","2 Last (C)","1a Last (C)","1b Last (C)","5 Last (C)","4 Last (C)","T mean Last","range Last"
"02:50:50","150.130","150.559","150.608","150.834","151.308","150.668","150.684","1.178"
"02:51:00","150.129","150.566","150.601","150.843","151.317","150.668","150.687","1.187"
"02:51:10","150.131","150.562","150.608","150.848","151.313","150.661","150.687","1.182"
"02:51:20","150.135","150.575","150.607","150.841","151.305","150.656","150.686","1.169"
"02:51:30","150.139","150.567","150.610","150.850","151.294","150.663","150.687","1.155"
"02:51:40","150.138","150.566","150.609","150.846","151.321","150.671","150.692","1.183"
"02:51:50","150.141","150.556","150.606","150.834","151.313","150.680","150.688","1.172"
"02:52:00","150.141","150.557","150.602","150.836","151.319","150.666","150.687","1.178"
"02:52:10","150.131","150.564","150.605","150.841","151.311","150.673","150.687","1.180"
"02:52:20","150.146","150.554","150.603","150.834","151.300","150.676","150.685","1.154"
"02:52:30","150.136","150.572","150.607","150.852","151.314","150.650","150.688","1.178"
"02:52:40","150.132","150.565","150.598","150.829","151.316","150.665","150.684","1.184"
"02:52:50","150.139","150.561","150.599","150.844","151.309","150.657","150.685","1.170"
"02:53:00","150.141","150.563","150.603","150.843","151.312","150.669","150.688","1.171"
"02:53:10","150.149","150.557","150.605","150.846","151.302","150.663","150.687","1.153"
"02:53:20","150.140","150.562","150.599","150.829","151.303","150.668","150.684","1.163"
"02:53:30","150.147","150.579","150.609","150.831","151.316","150.660","150.690","1.169"
"02:53:40","150.137","150.559","150.625","150.842","151.306","150.666","150.689","1.169"
"02:53:50","150.138","150.565","150.598","150.829","151.318","150.659","150.685","1.180"
"02:54:00","150.146","150.561","150.613","150.848","151.318","150.650","150.689","1.172"
"02:54:10","150.133","150.564","150.605","150.843","151.302","150.665","150.685","1.169"
"02:54:20","150.136","150.565","150.598","150.844","151.303","150.657","150.684","1.167"
"02:54:30","150.139","150.565","150.602","150.841","151.303","150.661","150.685","1.164"
"02:54:40","150.142","150.565","150.606","150.857","151.299","150.667","150.689","1.157"
"02:54:50","150.131","150.557","150.607","150.829","151.304","150.669","150.683","1.172"
"02:55:00","150.135","150.565","150.604","150.846","151.293","150.656","150.683","1.158"
"02:55:10","150.143","150.555","150.601","150.841","151.309","150.677","150.688","1.166"
"02:55:20","150.137","150.574","150.607","150.837","151.307","150.662","150.687","1.169"
"02:55:30","150.153","150.556","150.600","150.849","151.305","150.665","150.688","1.152"
"02:55:40","150.141","150.557","150.608","150.840","151.321","150.647","150.686","1.180"
"02:55:50","150.138","150.569","150.619","150.842","151.293","150.656","150.686","1.155"
"02:56:00","150.133","150.571","150.610","150.845","151.292","150.662","150.685","1.159"
"02:56:10","150.137","150.564","150.607","150.845","151.308","150.669","150.688","1.171"
"02:56:20","150.133","150.555","150.614","150.857","151.302","150.662","150.687","1.169"
"02:56:30","150.133","150.562","150.601","150.851","151.302","150.652","150.683","1.169"
"02:56:40","150.125","150.552","150.612","150.843","151.296","150.650","150.680","1.171"
"02:56:50","150.135","150.552","150.605","150.850","151.302","150.657","150.683","1.167"
"02:57:00","150.137","150.562","150.598","150.845","151.299","150.664","150.684","1.162"
"02:57:10","150.139","150.553","150.596","150.837","151.294","150.654","150.679","1.155"
"02:57:20","150.139","150.548","150.607","150.843","151.301","150.662","150.683","1.162"
"02:57:30","150.139","150.574","150.615","150.851","151.287","150.655","150.687","1.148"
"02:57:40","150.142","150.567","150.604","150.841","151.303","150.657","150.686","1.161"
"02:57:50","150.139","150.565","150.611","150.832","151.304","150.649","150.683","1.164"
"02:58:00","150.148","150.573","150.599","150.840","151.298","150.668","150.687","1.149"
"02:58:10","150.144","150.565","150.621","150.846","151.312","150.665","150.692","1.168"
"02:58:20","150.146","150.557","150.599","150.835","151.299","150.672","150.685","1.153"
"02:58:30","150.145","150.555","150.619","150.846","151.302","150.654","150.687","1.157"
"02:58:40","150.142","150.557","150.613","150.843","151.303","150.672","150.688","1.161"
"02:58:50","150.146","150.552","150.601","150.844","151.290","150.660","150.682","1.144"
"02:59:00","150.146","150.570","150.606","150.846","151.298","150.666","150.688","1.151"
"02:59:10","150.137","150.544","150.621","150.839","151.298","150.677","150.686","1.161"
"02:59:20","150.137","150.556","150.598","150.831","151.284","150.664","150.678","1.147"
"02:59:30","150.138","150.548","150.616","150.836","151.291","150.667","150.683","1.153"
"02:59:40","150.133","150.557","150.612","150.852","151.297","150.663","150.686","1.164"
"02:59:50","150.141","150.566","150.608","150.847","151.285","150.657","150.684","1.144"
"03:00:00","150.143","150.559","150.605","150.843","151.280","150.649","150.680","1.137"
"03:00:10","150.134","150.565","150.610","150.837","151.286","150.655","150.681","1.152"
"03:00:20","150.142","150.549","150.614","150.846","151.293","150.652","150.683","1.151"
"03:00:30","150.146","150.550","150.606","150.841","151.284","150.661","150.681","1.138"
"03:00:40","150.146","150.559","150.591","150.840","151.280","150.663","150.680","1.134"
"03:00:50","150.142","150.560","150.603","150.849","151.298","150.650","150.684","1.156"
"03:01:00","150.137","150.556","150.611","150.841","151.287","150.650","150.680","1.150"
"03:01:10","150.128","150.551","150.602","150.832","151.290","150.670","150.679","1.162"
"03:01:20","150.135","150.550","150.605","150.838","151.295","150.660","150.680","1.160"
"03:01:30","150.144","150.553","150.597","150.846","151.290","150.665","150.682","1.146"
"03:01:40","150.143","150.560","150.614","150.841","151.304","150.667","150.688","1.161"
"03:01:50","150.147","150.558","150.616","150.844","151.291","150.668","150.687","1.144"
"03:02:00","150.139","150.567","150.618","150.849","151.312","150.658","150.690","1.173"
"03:02:10","150.146","150.554","150.607","150.839","151.296","150.670","150.685","1.150"
"03:02:20","150.144","150.553","150.616","150.841","151.300","150.657","150.685","1.156"
"03:02:30","150.142","150.573","150.606","150.847","151.290","150.654","150.685","1.148"
"03:02:40","150.149","150.540","150.605","150.841","151.287","150.660","150.680","1.138"
"03:02:50","150.145","150.556","150.594","150.845","151.297","150.657","150.682","1.152"
"03:03:00","150.137","150.553","150.601","150.838","151.293","150.662","150.681","1.156"
"03:03:10","150.135","150.551","150.602","150.831","151.292","150.655","150.678","1.157"
"03:03:20","150.146","150.555","150.614","150.842","151.293","150.656","150.684","1.147"
"03:03:30","150.134","150.551","150.593","150.841","151.284","150.654","150.676","1.150"
"03:03:40","150.129","150.561","150.614","150.839","151.292","150.652","150.681","1.163"
"03:03:50","150.135","150.564","150.601","150.844","151.282","150.651","150.679","1.147"
"03:04:00","150.129","150.556","150.607","150.837","151.288","150.663","150.680","1.159"
"03:04:10","150.139","150.554","150.606","150.839","151.294","150.650","150.680","1.155"
"03:04:20","150.146","150.554","150.607","150.853","151.289","150.665","150.686","1.143"
"03:04:30","150.130","150.557","150.611","150.837","151.281","150.659","150.679","1.151"
"03:04:40","150.140","150.558","150.610","150.831","151.291","150.666","150.683","1.151"
"03:04:50","150.153","150.556","150.605","150.837","151.289","150.664","150.684","1.136"
"03:05:00","150.145","150.541","150.603","150.844","151.291","150.664","150.681","1.146"
"03:05:10","150.152","150.558","150.594","150.844","151.290","150.658","150.683","1.138"
"03:05:20","150.134","150.559","150.613","150.853","151.286","150.667","150.685","1.152"
"03:05:30","150.148","150.546","150.618","150.857","151.282","150.676","150.688","1.134"
"03:05:40","150.141","150.554","150.606","150.842","151.299","150.667","150.685","1.158"
"03:05:50","150.142","150.552","150.615","150.847","151.285","150.661","150.684","1.143"
"03:06:00","150.147","150.551","150.603","150.844","151.294","150.667","150.684","1.147"
"03:06:10","150.142","150.556","150.605","150.849","151.285","150.650","150.681","1.143"
"03:06:20","150.139","150.552","150.604","150.832","151.283","150.658","150.678","1.144"
"03:06:30","150.133","150.550","150.613","150.832","151.286","150.657","150.679","1.153"
"03:06:40","150.139","150.549","150.609","150.837","151.289","150.644","150.678","1.150"
"03:06:50","150.140","150.549","150.621","150.826","151.272","150.670","150.680","1.132"
"03:07:00","150.147","150.546","150.604","150.849","151.270","150.660","150.679","1.123"
"03:07:10","150.140","150.544","150.610","150.852","151.279","150.669","150.682","1.139"
"03:07:20","150.138","150.546","150.617","150.841","151.289","150.656","150.681","1.151"
"03:07:30","150.127","150.546","150.611","150.840","151.283","150.658","150.677","1.156"
"03:07:40","150.140","150.547","150.606","150.834","151.281","150.653","150.677","1.141"
"03:07:50","150.144","150.550","150.610","150.837","151.287","150.658","150.681","1.143"
"03:08:00","150.136","150.562","150.612","150.850","151.279","150.653","150.682","1.143"
"03:08:10","150.136","150.551","150.617","150.848","151.292","150.662","150.684","1.156"
"03:08:20","150.149","150.542","150.616","150.841","151.290","150.667","150.684","1.141"
"03:08:30","150.148","150.562","150.613","150.837","151.293","150.662","150.686","1.145"
"03:08:40","150.137","150.568","150.621","150.854","151.285","150.666","150.688","1.148"
"03:08:50","150.135","150.554","150.614","150.844","151.301","150.669","150.686","1.166"
"03:09:00","150.148","150.534","150.616","150.845","151.282","150.653","150.680","1.134"
"03:09:10","150.138","150.560","150.609","150.836","151.285","150.659","150.681","1.147"
"03:09:20","150.140","150.550","150.617","150.845","151.279","150.655","150.681","1.139"
"03:09:30","150.129","150.552","150.613","150.847","151.286","150.663","150.682","1.157"
"03:09:40","150.138","150.552","150.606","150.844","151.279","150.651","150.678","1.141"
"03:09:50","150.149","150.560","150.610","150.840","151.271","150.649","150.680","1.122"
"03:10:00","150.140","150.550","150.606","150.838","151.284","150.657","150.679","1.144"
"03:10:10","150.153","150.550","150.598","150.843","151.285","150.658","150.681","1.132"
"03:10:20","150.138","150.548","150.597","150.836","151.284","150.649","150.675","1.146"
"03:10:30","150.136","150.552","150.605","150.842","151.280","150.654","150.678","1.144"
"03:10:40","150.150","150.535","150.602","150.845","151.282","150.644","150.676","1.132"
"03:10:50","150.134","150.540","150.609","150.843","151.284","150.662","150.679","1.150"
"03:11:00","150.135","150.557","150.614","150.843","151.279","150.660","150.681","1.144"
"03:11:10","150.133","150.543","150.613","150.847","151.271","150.658","150.677","1.138"
"03:11:20","150.136","150.549","150.612","150.840","151.275","150.661","150.679","1.139"
"03:11:30","150.133","150.556","150.606","150.841","151.281","150.664","150.680","1.148"
"03:11:40","150.148","150.558","150.603","150.842","151.283","150.665","150.683","1.135"
"03:11:50","150.141","150.544","150.617","150.849","151.298","150.670","150.686","1.157"
"03:12:00","150.135","150.546","150.613","150.852","151.289","150.670","150.684","1.154"
"03:12:10","150.137","150.564","150.614","150.840","151.295","150.666","150.686","1.158"
"03:12:20","150.147","150.552","150.612","150.854","151.294","150.665","150.687","1.147"
"03:12:30","150.142","150.562","150.617","150.849","151.297","150.675","150.690","1.155"
"03:12:40","150.131","150.558","150.609","150.856","151.289","150.654","150.683","1.158"
"03:12:50","150.146","150.550","150.614","150.844","151.294","150.659","150.684","1.148"
"03:13:00","150.141","150.557","150.610","150.848","151.288","150.657","150.683","1.147"
"03:13:10","150.143","150.552","150.611","150.836","151.278","150.658","150.679","1.135"
"03:13:20","150.141","150.570","150.617","150.843","151.289","150.668","150.688","1.148"
"03:13:30","150.139","150.549","150.596","150.845","151.279","150.656","150.677","1.140"
"03:13:40","150.132","150.541","150.612","150.849","151.278","150.654","150.678","1.146"
"03:13:50","150.136","150.540","150.612","150.837","151.274","150.650","150.675","1.138"
"03:14:00","150.137","150.553","150.612","150.835","151.290","150.655","150.680","1.153"
"03:14:10","150.133","150.547","150.603","150.835","151.268","150.656","150.673","1.135"
"03:14:20","150.133","150.557","150.614","150.837","151.275","150.649","150.677","1.142"
"03:14:30","150.147","150.545","150.603","150.838","151.278","150.660","150.678","1.131"
"03:14:40","150.130","150.550","150.608","150.842","151.271","150.647","150.675","1.141"
"03:14:50","150.134","150.551","150.601","150.838","151.277","150.651","150.675","1.143"
"03:15:00","150.134","150.554","150.608","150.838","151.283","150.654","150.679","1.149"
"03:15:10","150.131","150.554","150.618","150.847","151.285","150.649","150.681","1.154"
"03:15:20","150.137","150.559","150.612","150.848","151.281","150.648","150.681","1.144"
"03:15:30","150.136","150.553","150.602","150.846","151.274","150.651","150.677","1.138"
"03:15:40","150.139","150.547","150.599","150.842","151.283","150.656","150.678","1.144"
"03:15:50","150.140","150.546","150.612","150.837","151.283","150.660","150.680","1.143"
"03:16:00","150.147","150.552","150.603","150.845","151.279","150.649","150.679","1.132"
"03:16:10","150.147","150.546","150.609","150.850","151.296","150.645","150.682","1.149"
"03:16:20","150.141","150.553","150.604","150.844","151.277","150.663","150.680","1.136"
"03:16:30","150.129","150.557","150.617","150.849","151.275","150.667","150.682","1.146"
"03:16:40","150.136","150.558","150.613","150.846","151.283","150.654","150.682","1.147"
"03:16:50","150.138","150.563","150.619","150.868","151.269","150.664","150.687","1.131"
"03:17:00","150.143","150.549","150.611","150.853","151.291","150.670","150.686","1.148"
"03:17:10","150.142","150.558","150.613","150.853","151.291","150.670","150.688","1.149"
"03:17:20","150.139","150.548","150.626","150.853","151.288","150.663","150.686","1.149"
"03:17:30","150.136","150.548","150.625","150.854","151.283","150.666","150.685","1.147"
"03:17:40","150.145","150.552","150.626","150.846","151.285","150.666","150.687","1.140"
"03:17:50","150.129","150.553","150.620","150.839","151.285","150.651","150.679","1.156"
"03:18:00","150.138","150.551","150.608","150.839","151.289","150.662","150.681","1.151"
"03:18:10","150.143","150.554","150.604","150.860","151.293","150.651","150.684","1.150"
"03:18:20","150.139","150.555","150.599","150.840","151.271","150.646","150.675","1.132"
"03:18:30","150.140","150.552","150.591","150.840","151.277","150.653","150.676","1.137"
"03:18:40","150.141","150.546","150.600","150.840","151.274","150.651","150.675","1.133"
"03:18:50","150.142","150.548","150.611","150.844","151.276","150.651","150.679","1.134"
"03:19:00","150.121","150.545","150.619","150.844","151.271","150.651","150.675","1.150"
"03:19:10","150.132","150.545","150.608","150.842","151.280","150.671","150.680","1.148"
"03:19:20","150.138","150.552","150.602","150.843","151.271","150.656","150.677","1.133"
"03:19:30","150.143","150.547","150.619","150.832","151.265","150.657","150.677","1.122"
"03:19:40","150.137","150.543","150.608","150.844","151.276","150.659","150.678","1.139"
"03:19:50","150.135","150.540","150.608","150.839","151.275","150.655","150.675","1.140"
"03:20:00","150.147","150.550","150.611","150.830","151.273","150.649","150.677","1.126"
"03:20:10","150.136","150.533","150.616","150.845","151.275","150.658","150.677","1.139"
"03:20:20","150.131","150.542","150.602","150.852","151.276","150.654","150.676","1.145"
"03:20:30","150.135","150.542","150.614","150.843","151.278","150.645","150.676","1.143"
"03:20:40","150.138","150.556","150.606","150.841","151.285","150.655","150.680","1.147"
"03:20:50","150.132","150.547","150.606","150.843","151.275","150.652","150.676","1.143"
"03:21:00","150.136","150.548","150.602","150.852","151.274","150.659","150.678","1.138"
"03:21:10","150.133","150.538","150.617","150.832","151.279","150.664","150.677","1.146"
"03:21:20","150.142","150.547","150.611","150.835","151.283","150.666","150.681","1.141"
"03:21:30","150.136","150.552","150.613","150.844","151.266","150.664","150.679","1.130"
"03:21:40","150.148","150.553","150.609","150.851","151.295","150.668","150.687","1.147"
"03:21:50","150.143","150.564","150.624","150.858","151.282","150.663","150.689","1.139"
"03:22:00","150.139","150.549","150.603","150.841","151.287","150.660","150.680","1.148"
"03:22:10","150.143","150.551","150.619","150.844","151.291","150.663","150.685","1.148"
"03:22:20","150.146","150.548","150.622","150.845","151.281","150.664","150.684","1.135"
"03:22:30","150.145","150.558","150.626","150.859","151.273","150.660","150.687","1.128"
"03:22:40","150.145","150.534","150.615","150.844","151.279","150.654","150.678","1.134"
"03:22:50","150.134","150.546","150.619","150.848","151.284","150.669","150.683","1.150"
"03:23:00","150.140","150.540","150.614","150.840","151.283","150.666","150.680","1.143"
"03:23:10","150.135","150.552","150.613","150.849","151.278","150.658","150.681","1.143"
"03:23:20","150.130","150.547","150.615","150.845","151.279","150.646","150.677","1.149"
"03:23:30","150.138","150.545","150.605","150.834","151.288","150.656","150.678","1.150"
"03:23:40","150.128","150.543","150.598","150.835","151.275","150.650","150.671","1.147"
"03:23:50","150.131","150.533","150.608","150.839","151.268","150.654","150.672","1.137"
"03:24:00","150.138","150.553","150.607","150.835","151.260","150.648","150.674","1.122"
"03:24:10","150.137","150.540","150.609","150.837","151.268","150.645","150.673","1.131"
"03:24:20","150.140","150.542","150.597","150.841","151.279","150.655","150.676","1.139"
"03:24:30","150.129","150.546","150.606","150.843","151.278","150.649","150.675","1.149"
"03:24:40","150.136","150.539","150.600","150.846","151.286","150.657","150.677","1.150"
"03:24:50","150.128","150.547","150.600","150.830","151.277","150.644","150.671","1.149"
"03:25:00","150.134","150.545","150.600","150.836","151.276","150.659","150.675","1.142"
"03:25:10","150.133","150.541","150.609","150.830","151.271","150.648","150.672","1.138"
"03:25:20","150.139","150.544","150.606","150.853","151.275","150.647","150.677","1.136"
"03:25:30","150.137","150.541","150.620","150.845","151.275","150.666","150.681","1.138"
"03:25:40","150.149","150.538","150.604","150.853","151.273","150.654","150.678","1.124"
"03:25:50","150.129","150.539","150.607","150.848","151.283","150.654","150.677","1.154"
"03:26:00","150.135","150.542","150.605","150.829","151.277","150.659","150.675","1.142"
"03:26:10","150.142","150.549","150.615","150.844","151.270","150.646","150.678","1.128"
"03:26:20","150.138","150.541","150.597","150.853","151.278","150.657","150.677","1.140"
"03:26:30","150.150","150.543","150.615","150.847","151.293","150.656","150.684","1.143"
"03:26:40","150.136","150.541","150.609","150.843","151.275","150.653","150.676","1.139"
"03:26:50","150.147","150.553","150.614","150.838","151.282","150.652","150.681","1.135"
"03:27:00","150.133","150.554","150.613","150.858","151.274","150.655","150.681","1.141"
"03:27:10","150.142","150.559","150.611","150.842","151.277","150.654","150.681","1.135"
"03:27:20","150.133","150.558","150.607","150.853","151.276","150.650","150.679","1.143"
"03:27:30","150.137","150.559","150.623","150.854","151.279","150.654","150.684","1.142"
"03:27:40","150.144","150.545","150.615","150.838","151.279","150.670","150.682","1.135"
"03:27:50","150.142","150.544","150.610","150.853","151.266","150.663","150.680","1.124"
"03:28:00","150.151","150.554","150.613","150.840","151.288","150.655","150.683","1.137"
"03:28:10","150.152","150.554","150.613","150.850","151.282","150.656","150.684","1.130"
"03:28:20","150.138","150.551","150.621","150.849","151.275","150.640","150.679","1.137"
"03:28:30","150.127","150.549","150.607","150.854","151.259","150.650","150.674","1.132"
"03:28:40","150.134","150.546","150.613","150.847","151.272","150.664","150.679","1.138"
"03:28:50","150.136","150.548","150.615","150.835","151.257","150.639","150.672","1.120"
"03:29:00","150.142","150.544","150.599","150.853","151.275","150.659","150.679","1.133"
"03:29:10","150.130","150.542","150.607","150.835","151.280","150.656","150.675","1.150"
"03:29:20","150.132","150.542","150.605","150.830","151.277","150.651","150.673","1.145"
"03:29:30","150.133","150.550","150.607","150.838","151.267","150.655","150.675","1.134"
"03:29:40","150.130","150.544","150.602","150.832","151.270","150.639","150.669","1.140"
"03:29:50","150.132","150.549","150.609","150.838","151.261","150.651","150.673","1.129"
"03:30:00","150.137","150.537","150.603","150.840","151.274","150.653","150.674","1.137"
"03:30:10","150.129","150.538","150.603","150.835","151.264","150.644","150.669","1.135"
"03:30:20","150.141","150.541","150.615","150.842","151.283","150.659","150.680","1.142"
"03:30:30","150.136","150.538","150.610","150.849","151.275","150.647","150.676","1.139"
"03:30:40","150.119","150.541","150.608","150.836","151.249","150.649","150.667","1.130"
"03:30:50","150.138","150.539","150.589","150.839","151.278","150.644","150.671","1.140"
"03:31:00","150.122","150.540","150.600","150.831","151.264","150.643","150.667","1.142"
"03:31:10","150.122","150.545","150.602","150.825","151.271","150.642","150.668","1.149"
"03:31:20","150.134","150.547","150.611","150.834","151.255","150.657","150.673","1.120"
"03:31:30","150.127","150.539","150.590","150.846","151.261","150.658","150.670","1.134"
"03:31:40","150.125","150.540","150.604","150.851","151.267","150.644","150.672","1.142"
"03:31:50","150.124","150.529","150.601","150.835","151.268","150.662","150.670","1.144"
"03:32:00","150.137","150.539","150.619","150.832","151.265","150.652","150.674","1.128"
"03:32:10","150.125","150.542","150.619","150.844","151.268","150.655","150.675","1.143"
"03:32:20","150.137","150.554","150.605","150.839","151.277","150.651","150.677","1.140"
"03:32:30","150.134","150.547","150.608","150.836","151.269","150.661","150.676","1.135"
"03:32:40","150.152","150.552","150.611","150.832","151.281","150.646","150.679","1.129"
"03:32:50","150.147","150.540","150.610","150.836","151.264","150.659","150.676","1.116"
"03:33:00","150.139","150.543","150.609","150.867","151.277","150.654","150.681","1.138"
"03:33:10","150.147","150.543","150.613","150.847","151.281","150.656","150.681","1.134"
"03:33:20","150.140","150.554","150.608","150.852","151.275","150.660","150.681","1.135"
"03:33:30","150.139","150.553","150.622","150.855","151.277","150.670","150.686","1.138"
"03:33:40","150.141","150.558","150.604","150.839","151.276","150.664","150.680","1.135"
"03:33:50","150.142","150.544","150.624","150.849","151.285","150.660","150.684","1.143"
"03:34:00","150.148","150.561","150.624","150.847","151.279","150.663","150.687","1.131"
"03:34:10","150.153","150.554","150.624","150.853","151.272","150.665","150.687","1.118"
"03:34:20","150.155","150.547","150.608","150.857","151.267","150.664","150.683","1.111"
"03:34:30","150.152","150.542","150.621","150.856","151.277","150.661","150.685","1.125"
"03:34:40","150.132","150.553","150.617","150.829","151.279","150.656","150.678","1.147"
"03:34:50","150.139","150.549","150.621","150.841","151.273","150.667","150.682","1.134"
"03:35:00","150.149","150.554","150.621","150.853","151.269","150.656","150.684","1.119"
"03:35:10","150.141","150.545","150.620","150.849","151.272","150.648","150.679","1.131"
"03:35:20","150.135","150.552","150.609","150.844","151.266","150.648","150.676","1.131"
"03:35:30","150.135","150.552","150.609","150.850","151.267","150.650","150.677","1.132"
"03:35:40","150.137","150.571","150.606","150.850","151.277","150.658","150.683","1.140"
"03:35:50","150.135","150.552","150.615","150.845","151.265","150.652","150.677","1.130"
"03:36:00","150.145","150.537","150.619","150.837","151.275","150.656","150.678","1.130"
"03:36:10","150.141","150.545","150.617","150.847","151.271","150.652","150.679","1.130"
"03:36:20","150.139","150.556","150.615","150.843","151.263","150.641","150.676","1.124"
"03:36:30","150.129","150.547","150.609","150.851","151.269","150.658","150.677","1.140"
"03:36:40","150.142","150.543","150.610","150.838","151.266","150.661","150.677","1.124"
"03:36:50","150.139","150.549","150.609","150.852","151.272","150.660","150.680","1.133"
"03:37:00","150.135","150.541","150.618","150.836","151.277","150.659","150.678","1.142"
"03:37:10","150.132","150.551","150.618","150.843","151.267","150.656","150.678","1.135"
"03:37:20","150.148","150.559","150.619","150.842","151.275","150.658","150.683","1.127"
"03:37:30","150.140","150.551","150.616","150.849","151.278","150.655","150.681","1.138"
"03:37:40","150.142","150.545","150.615","150.843","151.275","150.655","150.679","1.133"
"03:37:50","150.150","150.544","150.617","150.846","151.278","150.645","150.680","1.128"
"03:38:00","150.133","150.544","150.614","150.844","151.266","150.653","150.676","1.133"
"03:38:10","150.138","150.546","150.602","150.850","151.271","150.653","150.677","1.133"
"03:38:20","150.146","150.547","150.612","150.858","151.276","150.671","150.685","1.130"
"03:38:30","150.156","150.558","150.606","150.851","151.273","150.654","150.683","1.117"
"03:38:40","150.150","150.559","150.622","150.857","151.278","150.657","150.687","1.128"
"03:38:50","150.133","150.551","150.609","150.842","151.281","150.655","150.678","1.148"
"03:39:00","150.136","150.554","150.616","150.850","151.271","150.655","150.680","1.135"
"03:39:10","150.148","150.540","150.625","150.850","151.274","150.657","150.682","1.126"
"03:39:20","150.144","150.549","150.614","150.844","151.282","150.667","150.683","1.138"
"03:39:30","150.137","150.544","150.601","150.858","151.276","150.656","150.679","1.139"
"03:39:40","150.142","150.556","150.623","150.853","151.273","150.660","150.685","1.131"
"03:39:50","150.132","150.542","150.620","150.851","151.269","150.675","150.681","1.137"
"03:40:00","150.144","150.545","150.611","150.841","151.267","150.653","150.677","1.122"
"03:40:10","150.141","150.551","150.618","150.849","151.282","150.652","150.682","1.141"
"03:40:20","150.136","150.545","150.611","150.841","151.275","150.663","150.678","1.139"
"03:40:30","150.141","150.549","150.621","150.834","151.264","150.637","150.674","1.123"
"03:40:40","150.133","150.555","150.620","150.845","151.272","150.650","150.679","1.139"
"03:40:50","150.135","150.539","150.601","150.834","151.264","150.649","150.670","1.129"
"03:41:00","150.135","150.533","150.614","150.847","151.276","150.658","150.677","1.141"
"03:41:10","150.139","150.539","150.619","150.851","151.269","150.644","150.677","1.130"
"03:41:20","150.132","150.533","150.600","150.838","151.258","150.648","150.668","1.126"
"03:41:30","150.133","150.534","150.624","150.839","151.270","150.659","150.676","1.137"
"03:41:40","150.128","150.542","150.605","150.850","151.273","150.653","150.675","1.145"
"03:41:50","150.132","150.539","150.612","150.839","151.276","150.654","150.675","1.144"
"03:42:00","148.912","150.388","150.580","150.785","150.568","149.894","150.188","1.873"
"03:42:10","145.465","146.260","149.112","149.750","146.230","145.931","147.125","4.285"
"03:42:20","141.689","142.651","146.910","146.808","143.050","142.065","143.862","5.221"
"03:42:30","138.094","139.963","143.583","143.443","139.497","138.851","140.572","5.488"
"03:42:40","135.464","136.399","140.183","139.990","136.389","135.300","137.288","4.882"
"03:42:50","132.007","133.325","137.176","137.402","133.115","132.451","134.246","5.395"
"03:43:00","129.067","129.879","134.196","133.968","130.105","129.201","131.069","5.129"
"03:43:10","125.342","126.897","130.829","130.563","126.926","125.799","127.726","5.486"
"03:43:20","122.928","123.613","127.502","128.059","123.622","122.952","124.779","5.131"
"03:43:30","119.800","120.462","125.065","124.768","120.838","119.784","121.786","5.281"
"03:43:40","116.778","118.158","121.887","121.587","117.752","117.102","118.877","5.109"
"03:43:50","114.579","115.162","118.788","118.510","115.121","114.114","116.045","4.674"
"03:44:00","111.700","112.267","115.799","116.250","112.207","111.581","113.301","4.669"
"03:44:10","109.592","110.155","113.597","113.325","110.076","109.125","110.978","4.473"
"03:44:20","106.859","107.424","110.758","111.178","107.314","106.731","108.377","4.447"
"03:44:30","104.204","104.756","107.997","107.729","104.650","104.065","105.567","3.932"
"03:44:40","101.611","102.161","105.977","105.718","102.352","101.452","103.212","4.525"
"03:44:50","99.076","100.253","103.331","103.088","99.788","99.231","100.794","4.255"
"03:45:00","97.205","97.759","100.772","100.512","97.593","96.737","98.430","4.034"
"03:45:10","94.772","95.325","98.268","98.619","95.154","94.604","96.124","4.015"
"03:45:20","92.446","93.021","96.422","96.170","93.127","92.291","93.913","4.132"
"03:45:30","90.220","91.351","94.063","93.830","91.147","90.338","91.825","3.843"
"03:45:40","88.605","89.187","91.779","91.563","88.974","88.441","89.758","3.338"
"03:45:50","86.494","87.057","90.131","89.894","87.122","86.326","87.837","3.804"
"03:46:00","84.446","85.538","87.976","87.760","85.062","84.545","85.888","3.530"
"03:46:10","82.958","83.548","85.908","85.688","83.326","82.540","83.995","3.368"
"03:46:20","81.012","81.618","83.890","84.168","81.387","80.862","82.156","3.306"
"03:46:30","79.127","79.725","82.424","82.222","79.730","78.960","80.365","3.464"
"03:46:40","77.498","78.331","80.507","80.548","78.095","77.453","78.739","3.096"
"03:46:50","75.896","76.492","78.638","78.432","76.263","75.743","76.911","2.895"
"03:47:00","74.113","74.705","77.257","77.071","74.694","73.970","75.302","3.288"
"03:47:10","72.374","73.413","75.465","75.264","72.964","72.458","73.656","3.091"
"03:47:20","71.135","71.749","73.725","73.526","71.509","70.800","72.074","2.925"
"03:47:30","69.548","70.171","72.050","72.270","69.938","69.421","70.566","2.849"
"03:47:40","68.032","68.651","70.843","70.649","68.610","67.905","69.115","2.938"
"03:47:50","66.541","67.532","69.276","69.101","67.116","66.606","67.695","2.734"
"03:48:00","65.449","66.081","67.781","67.593","65.855","65.340","66.350","2.440"
"03:48:10","64.043","64.685","66.679","66.501","64.614","63.934","65.076","2.745"
"03:48:20","62.668","63.664","65.248","65.076","63.261","62.748","63.777","2.580"
"03:48:30","61.676","62.318","63.871","63.706","62.075","61.413","62.510","2.457"
"03:48:40","60.364","61.016","62.526","62.698","60.775","60.288","61.278","2.410"
